IU Barcode,Spreadsheet Name,Row,Reason for Failure
30000136670241,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,814,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077550782,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,874,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068457716,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,883,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077550808,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,892,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136606385,IUCAT_LetterS_Part2_20180112_SendtoDatabase_reviewed_20180206.csv,899,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136718149,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,15,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068462526,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,32,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068460504,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,34,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136659996,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,94,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068478209,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,133,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136659459,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,161,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136678970,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,228,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068475726,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,244,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068475718,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,245,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068475700,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,246,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136690306,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,253,Title mismatch,"SS Title: The behavior of matter
Filmdb Title: The Behavior of Matter"
30000136679879,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,290,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068457559,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,339,Title mismatch,"SS Title: The autonomic nervous system
Filmdb Title: The Autonomic Nervous System"
30000136912742,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,441,Title mismatch,"SS Title: The Eisenhower Years
Filmdb Title: The Eisenhower years"
30000136912726,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,442,Title mismatch,"SS Title: The Eisenhower Years
Filmdb Title: The Eisenhower years"
30000136797036,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,459,Title mismatch,"SS Title: The Eisenhower Years
Filmdb Title: The Eisenhower years"
30000136676578,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,490,Title mismatch,"SS Title: The Eisenhower Years
Filmdb Title: The Eisenhower years"
30000136676560,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,491,Title mismatch,"SS Title: The Eisenhower Years
Filmdb Title: The Eisenhower years"
30000136606047,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,627,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000079860114,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,629,Title mismatch,"SS Title: The ancient Africans
Filmdb Title: The Ancient Africans"
30000068429707,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,631,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000046598144,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,632,Title mismatch,"SS Title: The ancient Africans
Filmdb Title: The Ancient Africans"
30000078513839,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,760,Title mismatch,"SS Title: The force of gravity
Filmdb Title: The Force Of Gravity"
30000078513821,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,761,Title mismatch,"SS Title: The force of gravity
Filmdb Title: The Force Of Gravity"
30000078513813,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,762,Title mismatch,"SS Title: The force of gravity
Filmdb Title: The Force Of Gravity"
30000136917121,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,818,PO has 0 Titles in Filmdb,SS Title: The challenge of management
30000136917113,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,819,PO has 0 Titles in Filmdb,SS Title: The challenge of management
30000079834192,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,853,PO has 0 Titles in Filmdb,SS Title: The challenge of management
30000079834184,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,854,PO has 0 Titles in Filmdb,SS Title: The challenge of management
30000079834176,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,855,PO has 0 Titles in Filmdb,SS Title: The challenge of management
30000136608340,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,902,Title mismatch,"SS Title: The Amish:  A People of Preservation (Edited version)
Filmdb Title: The Amish : a people of preservation (edited version)"
30000136657941,IUCAT_LetterTpt1_SendtoDatabase_reviewed_20180207.csv,1197,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136804733,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,221,Title mismatch,"SS Title: Shy guy
Filmdb Title: Shy Guy"
30000136717752,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,450,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136678798,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,520,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136678525,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,522,Title mismatch,"SS Title: Secrets of the bee world
Filmdb Title: Secrets of the Bee World"
30000079863308,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,717,Title mismatch,"SS Title: Skippy and the 3 R's.
Filmdb Title: Skippy and the 3 R's"
30000079859090,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,730,Title mismatch,"SS Title: Shy guy
Filmdb Title: Shy Guy"
30000077548083,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,903,Title mismatch,"SS Title: Silent night : story of the Christmas carol.
Filmdb Title: Silent Night: Story of The Christmas Carol"
30000068475577,IUCAT_LetterSpt1_SendtoDatabase_reviewed_20180206.csv,978,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136834532,FINAL_NET_Elements_SendtoDatabase_20180710.csv,11,PO has 0 Titles in Filmdb,SS Title: The Challenge of Management
30000136813809,FINAL_NET_Elements_SendtoDatabase_20180710.csv,20,PO has 0 Titles in Filmdb,SS Title: The Challenge of Management
30000136813817,FINAL_NET_Elements_SendtoDatabase_20180710.csv,21,PO has 0 Titles in Filmdb,SS Title: The Challenge of Management
30000136834540,FINAL_NET_Elements_SendtoDatabase_20180710.csv,28,PO has 0 Titles in Filmdb,SS Title: The Challenge of Management
30000136759663,FINAL_NET_Elements_SendtoDatabase_20180710.csv,81,Title mismatch,"SS Title: Beginnings of Conflict
Filmdb Title: Beginnings Of Conflict"
30000136759671,FINAL_NET_Elements_SendtoDatabase_20180710.csv,82,Title mismatch,"SS Title: Beginnings of Conflict
Filmdb Title: Beginnings Of Conflict"
30000136701350,FINAL_NET_Elements_SendtoDatabase_20180710.csv,95,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136701400,FINAL_NET_Elements_SendtoDatabase_20180710.csv,96,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136810318,FINAL_NET_Elements_SendtoDatabase_20180710.csv,97,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136810326,FINAL_NET_Elements_SendtoDatabase_20180710.csv,98,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136810334,FINAL_NET_Elements_SendtoDatabase_20180710.csv,99,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136810342,FINAL_NET_Elements_SendtoDatabase_20180710.csv,100,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136835182,FINAL_NET_Elements_SendtoDatabase_20180710.csv,109,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136835190,FINAL_NET_Elements_SendtoDatabase_20180710.csv,110,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136835208,FINAL_NET_Elements_SendtoDatabase_20180710.csv,111,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136835216,FINAL_NET_Elements_SendtoDatabase_20180710.csv,112,Title mismatch,"SS Title: Hey, What About Us?
Filmdb Title: Hey, What about Us?"
30000136617002,FINAL_NET_Elements_SendtoDatabase_20180710.csv,200,Title mismatch,"SS Title: Caf_ Nica: Portraits from Nicaragua
Filmdb Title: Cafe Nica: Portraits from Nicaragua"
30000136617010,FINAL_NET_Elements_SendtoDatabase_20180710.csv,201,Title mismatch,"SS Title: Caf_ Nica: Portraits from Nicaragua
Filmdb Title: Cafe Nica: Portraits from Nicaragua"
30000136617036,FINAL_NET_Elements_SendtoDatabase_20180710.csv,202,Title mismatch,"SS Title: Caf_ Nica: Portraits from Nicaragua
Filmdb Title: Cafe Nica: Portraits from Nicaragua"
30000136750431,FINAL_NET_Elements_SendtoDatabase_20180710.csv,271,Title mismatch,"SS Title: The Control Revolution
Filmdb Title: The control revolution"
30000136750449,FINAL_NET_Elements_SendtoDatabase_20180710.csv,272,Title mismatch,"SS Title: The Control Revolution
Filmdb Title: The control revolution"
30000136843681,FINAL_NET_Elements_SendtoDatabase_20180710.csv,277,Title mismatch,"SS Title: The Control Revolution
Filmdb Title: The control revolution"
30000136845553,FINAL_NET_Elements_SendtoDatabase_20180710.csv,307,Title mismatch,"SS Title: Crime Under Twnety-One
Filmdb Title: Crime Under Twenty-One"
30000136845561,FINAL_NET_Elements_SendtoDatabase_20180710.csv,308,Title mismatch,"SS Title: Crime Under Twnety-One
Filmdb Title: Crime Under Twenty-One"
30000136758913,FINAL_NET_Elements_SendtoDatabase_20180710.csv,353,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136758921,FINAL_NET_Elements_SendtoDatabase_20180710.csv,354,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136758939,FINAL_NET_Elements_SendtoDatabase_20180710.csv,355,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136758947,FINAL_NET_Elements_SendtoDatabase_20180710.csv,356,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759424,FINAL_NET_Elements_SendtoDatabase_20180710.csv,357,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759432,FINAL_NET_Elements_SendtoDatabase_20180710.csv,358,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759440,FINAL_NET_Elements_SendtoDatabase_20180710.csv,359,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136769985,FINAL_NET_Elements_SendtoDatabase_20180710.csv,360,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136769993,FINAL_NET_Elements_SendtoDatabase_20180710.csv,361,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136617630,FINAL_NET_Elements_SendtoDatabase_20180710.csv,381,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136617648,FINAL_NET_Elements_SendtoDatabase_20180710.csv,382,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136617655,FINAL_NET_Elements_SendtoDatabase_20180710.csv,383,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136617663,FINAL_NET_Elements_SendtoDatabase_20180710.csv,384,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136840489,FINAL_NET_Elements_SendtoDatabase_20180710.csv,385,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136840497,FINAL_NET_Elements_SendtoDatabase_20180710.csv,386,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136840521,FINAL_NET_Elements_SendtoDatabase_20180710.csv,387,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136840539,FINAL_NET_Elements_SendtoDatabase_20180710.csv,388,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136843665,FINAL_NET_Elements_SendtoDatabase_20180710.csv,389,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136843673,FINAL_NET_Elements_SendtoDatabase_20180710.csv,390,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136941758,FINAL_NET_Elements_SendtoDatabase_20180710.csv,391,Title mismatch,"SS Title: Tomorrow is Maybe
Filmdb Title: Tomorrow Is Maybe"
30000136934068,FINAL_NET_Elements_SendtoDatabase_20180710.csv,421,Title mismatch,"SS Title: Fact or Fallacy
Filmdb Title: Fact Or Fallacy"
30000136934076,FINAL_NET_Elements_SendtoDatabase_20180710.csv,422,Title mismatch,"SS Title: Fact or Fallacy
Filmdb Title: Fact Or Fallacy"
30000136835224,FINAL_NET_Elements_SendtoDatabase_20180710.csv,652,Title mismatch,"SS Title: National Parks #15 NET: DonÍt Feed the Bears
Filmdb Title: National Parks #15 NET: DonÕt Feed the Bears"
30000136835232,FINAL_NET_Elements_SendtoDatabase_20180710.csv,653,Title mismatch,"SS Title: National Parks #15 NET: DonÍt Feed the Bears
Filmdb Title: National Parks #15 NET: DonÕt Feed the Bears"
30000136756057,FINAL_NET_Elements_SendtoDatabase_20180710.csv,747,Title mismatch,"SS Title: Masters of the Desert
Filmdb Title: Masters of the Desert "
30000136756065,FINAL_NET_Elements_SendtoDatabase_20180710.csv,748,Title mismatch,"SS Title: Masters of the Desert
Filmdb Title: Masters of the Desert "
30000136756073,FINAL_NET_Elements_SendtoDatabase_20180710.csv,749,Title mismatch,"SS Title: Masters of the Desert
Filmdb Title: Masters of the Desert "
30000136756081,FINAL_NET_Elements_SendtoDatabase_20180710.csv,750,Title mismatch,"SS Title: Masters of the Desert
Filmdb Title: Masters of the Desert "
30000136751272,FINAL_NET_Elements_SendtoDatabase_20180710.csv,839,Title mismatch,"SS Title: WhatÍs New #254 NET
Filmdb Title: WhatÕs New #254 NET"
30000136751280,FINAL_NET_Elements_SendtoDatabase_20180710.csv,840,Title mismatch,"SS Title: WhatÍs New #254 NET
Filmdb Title: WhatÕs New #254 NET"
30000136840729,FINAL_NET_Elements_SendtoDatabase_20180710.csv,845,Title mismatch,"SS Title: WhatÍs New #221: Coral Reef: NET
Filmdb Title: WhatÕs New #221: Coral Reef: NET"
30000136614330,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1083,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136614314,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1088,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136614322,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1089,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136701764,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1090,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136810847,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1099,PO has 0 Titles in Filmdb,SS Title: The Parents
30000136810854,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1100,PO has 0 Titles in Filmdb,SS Title: The Parents
30000136810862,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1101,PO has 0 Titles in Filmdb,SS Title: The Parents
30000136810870,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1102,PO has 0 Titles in Filmdb,SS Title: The Parents
30000136816737,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1103,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136816745,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1104,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136816752,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1105,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136816760,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1106,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136832338,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1118,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136836313,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1120,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136836321,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1121,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136836339,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1122,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136836347,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1123,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136840745,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1124,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136840752,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1125,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136841503,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1127,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136841511,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1128,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136830951,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1145,Title mismatch,"SS Title: Fingerprints of the Stars
Filmdb Title: Fingerprints Of The Stars"
30000136830969,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1146,Title mismatch,"SS Title: Fingerprints of the Stars
Filmdb Title: Fingerprints Of The Stars"
30000136838988,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1190,Title mismatch,"SS Title: What's In A Library?
Filmdb Title: What's in a Library?"
30000136838996,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1191,Title mismatch,"SS Title: What's In A Library?
Filmdb Title: What's in a Library?"
30000136769480,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1211,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136769498,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1212,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136769506,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1213,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136814922,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1216,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136814930,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1217,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136838590,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1222,Title mismatch,"SS Title: GÙnter Grass
Filmdb Title: Gnter Grass"
30000136816810,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1327,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136848367,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1330,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136848375,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1331,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136848524,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1334,Title mismatch,"SS Title: Education in the New Japan
Filmdb Title: Education In The New Japan"
30000136848532,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1335,Title mismatch,"SS Title: Education in the New Japan
Filmdb Title: Education In The New Japan"
30000136766213,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1337,Title mismatch,"SS Title: What Is Language?
Filmdb Title: What is Language?"
30000136766221,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1338,Title mismatch,"SS Title: What Is Language?
Filmdb Title: What is Language?"
30000136834912,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1341,Title mismatch,"SS Title: What Is Language?
Filmdb Title: What is Language?"
30000136834920,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1342,Title mismatch,"SS Title: What Is Language?
Filmdb Title: What is Language?"
30000136751595,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1345,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136751603,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1346,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759044,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1354,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759051,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1355,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136759069,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1356,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136701954,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1408,Title mismatch,"SS Title: Run From Race
Filmdb Title: Run from Race"
30000136701962,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1409,Title mismatch,"SS Title: Run From Race
Filmdb Title: Run from Race"
30000136840612,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1410,Title mismatch,"SS Title: Run From Race
Filmdb Title: Run from Race"
30000136845892,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1413,Title mismatch,"SS Title: Run From Race
Filmdb Title: Run from Race"
30000136845900,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1414,Title mismatch,"SS Title: Run From Race
Filmdb Title: Run from Race"
30000136700790,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1531,Title mismatch,"SS Title: Voices From the Right
Filmdb Title: Voices from the Right"
30000136700808,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1532,Title mismatch,"SS Title: Voices From the Right
Filmdb Title: Voices from the Right"
30000136619750,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1540,Title mismatch,"SS Title: Man as He Behaves
Filmdb Title: Man As He Behaves"
30000136619768,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1541,Title mismatch,"SS Title: Man as He Behaves
Filmdb Title: Man As He Behaves"
30000136751975,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1545,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136751983,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1546,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136752312,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1549,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136752320,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1550,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136753831,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1556,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136757279,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1563,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136757287,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1564,Title mismatch,"SS Title: Face of Excellence
Filmdb Title: Face Of Excellence"
30000136701467,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1608,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136701475,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1609,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136756974,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1612,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136756982,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1613,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136815473,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1618,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136815481,FINAL_NET_Elements_SendtoDatabase_20180710.csv,1619,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136754946,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2074,Title mismatch,"SS Title: Visually-Handicapped Child, the Blind
Filmdb Title: Visually-Handicapped Child, The Blind"
30000136754953,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2075,Title mismatch,"SS Title: Visually-Handicapped Child, the Blind
Filmdb Title: Visually-Handicapped Child, The Blind"
30000136834888,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2091,Title mismatch,"SS Title: Visually-Handicapped Child, the Partially Sighted
Filmdb Title: Visually-Handicapped Child, The Partially Sighted"
30000136834896,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2092,Title mismatch,"SS Title: Visually-Handicapped Child, the Partially Sighted
Filmdb Title: Visually-Handicapped Child, The Partially Sighted"
