IU Barcode,Spreadsheet Name,Row,Reason for Failure
30000136947672,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1353,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136947771,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1354,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000149790622,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1355,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000149791620,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1356,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000149791646,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1357,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000149792347,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1358,PO has 0 Titles in Filmdb,SS Title: The Violent Universe
30000136680547,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1384,Title mismatch,"SS Title: There's Something about a Story
Filmdb Title: There's Something About a Story"
30000046595744,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1403,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136658857,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1419,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136726233,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1458,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068507486,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1509,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068460744,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1581,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136716788,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1594,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136922337,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1707,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136922345,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1708,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136928557,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1709,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946187,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1710,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946195,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1711,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946203,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1712,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946211,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1713,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946229,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1714,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946237,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1715,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136946245,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1716,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947821,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1717,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947839,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1718,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947847,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1719,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947854,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1720,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947862,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1721,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947870,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1722,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947888,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1723,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947896,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1724,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947904,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1725,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947912,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1726,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947920,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1727,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947938,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1728,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947946,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1729,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136947953,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1730,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948894,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1731,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948902,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1732,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948910,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1733,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948928,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1734,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948936,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1735,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136948944,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1736,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949025,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1737,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949033,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1738,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949041,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1739,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949058,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1740,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949066,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1741,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949074,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1742,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949082,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1743,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949207,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1744,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949215,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1745,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136949223,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1746,Title mismatch,"SS Title: To Be Young Gifted and Black
Filmdb Title: To Be Young, Gifted and Black"
30000136656547,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1899,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000079824441,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1916,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068496631,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1934,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068476039,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1944,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077540114,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1979,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136736711,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,1983,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077547325,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2143,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077550899,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2205,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068432487,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2212,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077540437,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2226,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136677949,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2262,Title mismatch,"SS Title: The Necklace by Guy de Maupassant
Filmdb Title: The Necklace, Guy de Maupassant"
30000136826264,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2335,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136912098,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2336,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000052852278,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2337,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068425887,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2338,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068425895,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2339,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077543803,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2364,Title mismatch,"SS Title: This is Robert : a study of personality growth in a pre-school child
Filmdb Title: This is Robert: A Study of Personality Growth in Pre-School Child"
30000077544033,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2365,Title mismatch,"SS Title: This is Robert : a study of personality growth in a pre-school child
Filmdb Title: This is Robert: A Study of Personality Growth in Pre-School Child"
30000136686403,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2366,Title mismatch,"SS Title: This is Robert : a study of personality growth in a pre-school child
Filmdb Title: This is Robert: A Study of Personality Growth in Pre-School Child"
30000136686411,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2367,Title mismatch,"SS Title: This is Robert : a study of personality growth in a pre-school child
Filmdb Title: This is Robert: A Study of Personality Growth in Pre-School Child"
30000136674250,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2370,Title mismatch,"SS Title: The role of coal
Filmdb Title: The Role of Coal"
30000136674268,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2371,Title mismatch,"SS Title: The role of coal
Filmdb Title: The Role of Coal"
30000136823386,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2372,Title mismatch,"SS Title: The role of coal
Filmdb Title: The Role of Coal"
30000136847260,IUCAT_LetterTPart2_SendtoDatabase_reviewed_20180214.csv,2459,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068503097,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,96,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136680141,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,120,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000149791794,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,121,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136683319,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,207,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000149792602,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,208,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068435456,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,285,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136672866,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,436,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136744715,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,498,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136679846,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,622,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068474158,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,624,Title mismatch,"SS Title: Washington in War Time
Filmdb Title: Washington in war time"
30000136718412,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,757,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068507569,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,816,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136659053,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,845,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068463516,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,929,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136658907,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,970,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077542961,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,975,Title mismatch,"SS Title: What Do You Do When You See a Blind Person?
Filmdb Title: What Do You Do When You See A Blind Person?"
30000136685199,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,976,Title mismatch,"SS Title: What Do You Do When You See a Blind Person?
Filmdb Title: What Do You Do When You See A Blind Person?"
30000136681008,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,980,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136801689,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1013,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136698770,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1227,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000068432917,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1316,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136744129,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1504,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136646019,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1536,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136646001,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1537,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136674862,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1737,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000077543316,IUCAT_ThroughUVWXYZ_SendtoDatabase_reviewed_20180227.csv,1915,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
